"","","","","","","","","","","",""
"35","ORD-9799901","09-10-2023","AnuGragha","AnuGragha Foodie Stall","170.00","8.50","0.00","178.50","Cash on Delivery","Completed","Completed"
"36","ORD-7167101","09-10-2023","anu","AnuGragha Foodie Stall","25.00","1.25","0.00","26.25","Cash on Delivery","Completed","Completed"
"37","ORD-7821322","09-10-2023","anu","AnuGragha Foodie Stall","1,385.00","69.25","15.00","1,469.25","Cash on Delivery","Completed","Completed"
"38","ORD-9232021","06-10-2023","AnuGragha","AnuGragha Foodie Stall","10.00","0.50","0.00","10.50","Cash on Delivery","Completed","Completed"
"39","ORD-8699292","06-10-2023","Admin","Divya Madam Kadai","450.00","22.50","15.00","487.50","Cash on Delivery","Completed","Completed"
"40","ORD-1044311","06-10-2023","Admin","KuttyAnu Akka juice Kadai","60.00","3.00","15.00","78.00","Cash on Delivery","Pending","Completed"
"41","ORD-5614961","06-10-2023","Sathish","Siva Python Coffee Shop","30.00","1.50","0.00","31.50","Cash on Delivery","Pending","Completed"
"42","ORD-1354903","06-10-2023","Sathish","all in all sathish kadai","60.00","3.00","0.00","63.00","Cash on Delivery","Pending","Pickup"
"43","ORD-9018282","06-10-2023","Sathish","Divya Madam Kadai","45.00","2.25","0.00","47.25","Cash on Delivery","Pending","Completed"
"44","ORD-2306612","05-10-2023","Admin","Divya Madam Kadai","25.00","1.25","15.00","41.25","Cash on Delivery","Completed","Processing"
